CPU型号,CPU频率,GPU型号,RAM容量,ROM容量,id,主屏分辨率,主屏尺寸,价格,前置摄像头,后置摄像头,型号,摄像头总数,核心数,电池容量,tags,cpu
联发科 MT6735P,1.1GHz,,1GB>游戏运行卡顿,8GB>1638张照片682首歌曲,1136,1280x720像素>720P普清（击败86.79%手机）,5英寸可单手打字更多5英寸手机＞,449,200万像素>普通级像素高像素自拍手机>,500万像素普通级像素高清像素手机>,青橙C3（双4G）,双摄像头（前后）>,四核>,2200mAh小电池,﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接,mt6735
三星 Exynos 7870,1.6GHz>,,4GB>游戏运行一般,32GB>6553张照片2730首歌曲,1137,,5.5英寸可单手打字更多5.5英寸手机＞,概念产品,,1300万像素+500万像素高清级像素高清像素手机>,三星GALAXY J7 Duo（全网通）,三摄像头（后双）>,八核>,3000mAh小电池,,exynos 7870
,2.2GHz>,,4GB>游戏运行一般,64GB>1.3万张照片5461首歌曲,1138,2048x1080像素1080P高清（击败98.21%手机）,5.48英寸可单手打字更多5.48英寸手机＞,概念产品,1600万像素>高清级像素高像素自拍手机>,2000万像素高清级像素高清像素手机>,夏普FS8018（全网通）,双摄像头（前后）>,八核>,2930mAh小电池,,
高通 骁龙835（MSM8998），,,,,,1139,2160x1080像素1080P高清（击败98.21%手机）,6.1英寸需双手打字更多6.1英寸手机＞,即将上市,800万像素>普通级像素高像素自拍手机>,1600万像素>高清级像素高清像素手机>,LG G7 One（全网通）,双摄像头（前后）>,八核>,3000mAh小电池,,骁龙835
联发科 MT6735，,1.2GHz>,Mali-T720,1GB>游戏运行卡顿,8GB>1638张照片682首歌曲,1140,854x480像素>720P普清（击败73.87%手机）,5英寸可单手打字更多5英寸手机＞,249,200万像素>普通级像素高像素自拍手机>,500万像素普通级像素高清像素手机>,天语2A（移动4G）,双摄像头（前后）>,四核>,1450mAh小电池,,mt6735
,,,1GB>游戏运行卡顿,8GB>1638张照片682首歌曲,1141,854x480像素>720P普清（击败73.87%手机）,5英寸可单手打字更多5英寸手机＞,269,,500万像素普通级像素高清像素手机>,酷派8718（移动4G）,双摄像头（前后）>,四核>,2000mAh小电池,相机 噪点 逆光 视觉效果 白平衡 色准 清晰度 画质 色彩 拍照 像素 拍摄 夜景 立体感 照相 微距 表现力 成像 近景 夜拍 纯净度 相素 发热 待机 电池 续航 功耗 散热 能耗 耗电量 充电,
,,,2GB>游戏运行卡顿,16GB>3276张照片1365首歌曲,1142,1280x720像素>720P普清（击败86.79%手机）,5.5英寸可单手打字更多5.5英寸手机＞,746,500万像素>普通级像素高像素自拍手机>,800万像素>普通级像素高清像素手机>,ivvi V2（全网通）,双摄像头（前后）>,,2500mAh小电池,﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接,
联发科,1.0GHz>,,1GB>游戏运行卡顿,8GB>1638张照片682首歌曲,1143,320x240像素720P普清（击败49.17%手机）,2.4英寸可单手打字更多2.4英寸手机＞,519,500万像素>普通级像素高像素自拍手机>,200万像素普通级像素高清像素手机>,创星8S（全网通）,双摄像头（前后）>,四核>,1600mAh小电池,,
高通 骁龙617（MSM8952），,1.5GHz>,,3GB>游戏运行卡顿,32GB>6553张照片2730首歌曲,1144,1920x1080像素>1080P高清（击败98.21%手机）,6英寸需双手打字更多6英寸手机＞,939,1300万像素>高清级像素高像素自拍手机>,1600万像素>高清级像素 样张秀>，高清像素手机>,中兴AXON MAX（全网通）,双摄像头（前后）>,八核>,4140mAh大电池,发热 待机 电池 续航 功耗 散热 能耗 耗电量 充电 ﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接 性能 速度 流畅 综合 做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量,骁龙617
联发科 MT6753，,1.3GHz>,,3GB>游戏运行卡顿,16GB>3276张照片1365首歌曲,1145,1920x1080像素>1080P高清（击败98.21%手机）,5.2英寸可单手打字更多5.2英寸手机＞,1270,800万像素>普通级像素高像素自拍手机>,1300万像素>高清级像素 样张秀>，高清像素手机>,朵唯S5（双4G）,双摄像头（前后）>,八核>,2270mAh小电池,﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接 外放 音量 音乐 声场 声效 环绕 立体声 响铃 声音 听歌 音质 麦克风 通话 音效 扬声器 播放器 喇叭 音响 性能 速度 流畅 综合 相机 噪点 逆光 视觉效果 白平衡 色准 清晰度 画质 色彩 拍照 像素 拍摄 夜景 立体感 照相 微距 表现力 成像 近景 夜拍 纯净度 相素,mt6753
高通 骁龙626（MSM8953 Pro），,,,2.5GB游戏运行卡顿,32GB>6553张照片2730首歌曲,1146,1280x720像素>720P普清（击败86.79%手机）,4.5英寸可单手打字更多4.5英寸手机＞,概念产品,120万像素普通级像素高像素自拍手机>,500万像素普通级像素高清像素手机>,三星Galaxy Stellar 2（全网通）,双摄像头（前后）>,,3500mAh大电池大电池手机>,,骁龙626
高通 骁龙450,1.8GHz>,高通 Adreno506,3GB>游戏运行卡顿,32GB>6553张照片2730首歌曲,1147,1440x720像素720P普清（击败86.79%手机）,5.7英寸可单手打字更多5.7英寸手机＞,699,500万像素>普通级像素高像素自拍手机>,1200万像素>高清级像素高清像素手机>,小米红米5（3GB RAM/全网通）,双摄像头（前后）>,八核>,3300mAh大电池大电池手机>,做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量 识别率 兼容性 实用性 功能性 ui 易用性 整体性 稳定性 综合性 性价比 体验 效率 价格 发热 待机 电池 续航 功耗 散热 能耗 耗电量 充电 性能 速度 流畅 综合,骁龙450
高通 骁龙430（MSM8937），,1.4GHz>,,4GB>游戏运行一般,32GB>6553张照片2730首歌曲,1148,1920x1080像素>1080P高清（击败98.21%手机）,5.5英寸可单手打字更多5.5英寸手机＞,1799,800万像素>普通级像素高像素自拍手机>,1600万像素>高清级像素高清像素手机>,ivvi i3 Play（全网通）,双摄像头（前后）>,八核>,3000mAh小电池,,骁龙430
联发科,1.0GHz>,,2GB>游戏运行卡顿,16GB>3276张照片1365首歌曲,1149,320x240像素720P普清（击败49.17%手机）,5英寸可单手打字更多5英寸手机＞,499,500万像素>普通级像素高像素自拍手机>,200万像素普通级像素高清像素手机>,创星P20（全网通）,双摄像头（前后）>,四核>,5000mAh大电池,,
三星 Exynos 9610,,,4GB/6GB游戏运行良好,64GB/128GB1.3万张照片5461首歌曲,1150,1920x1080像素>1080P高清（击败98.21%手机）,5.99英寸可单手打字更多5.99英寸手机＞,概念产品,1600万像素>高清级像素高像素自拍手机>,1600万像素>高清级像素高清像素手机>,三星GALAXY P30,三摄像头（后双）>,,3300mAh大电池大电池手机>,,exynos 9610
联发科 Helio P25，,2.3GHz>,,4GB>游戏运行一般,64GB>1.3万张照片5461首歌曲,1151,1440x720像素720P普清（击败86.79%手机）,5.99英寸可单手打字更多5.99英寸手机＞,1599,1300万像素>高清级像素高像素自拍手机>,1300万像素+200万像素高清级像素高清像素手机>,康佳S5 Plus（全网通）,三摄像头（后双）>,八核>,3500mAh大电池大电池手机>,,helio p25
联发科 MT6737T,1.8GHz>,,3GB>游戏运行卡顿,32GB>6553张照片2730首歌曲,1152,1280x640像素720P普清（击败77.35%手机）,5.5英寸可单手打字更多5.5英寸手机＞,799,500万像素>普通级像素高像素自拍手机>,1300万像素>高清级像素高清像素手机>,纽曼P10（3GB RAM/全网通）,双摄像头（前后）>,八核>,5300mAh大电池,发热 待机 电池 续航 功耗 散热 能耗 耗电量 充电,mt6737
联发科 MT6735，,1.5GHz>,,2GB>游戏运行卡顿,32GB>6553张照片2730首歌曲,1153,1920x1080像素>1080P高清（击败98.21%手机）,6英寸需双手打字更多6英寸手机＞,688,500万像素>普通级像素高像素自拍手机>,1300万像素>高清级像素高清像素手机>,长虹X1（双4G）,双摄像头（前后）>,四核>,4250mAh大电池,性价比 体验 效率 价格 做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量 发热 待机 电池 续航 功耗 散热 能耗 耗电量 充电 ﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接,mt6735
高通 骁龙660,2.2GHz>,高通 Adreno512,4GB>游戏运行一般,128GB>2.6万张照片1.1万首歌曲,1154,2160x1080像素1080P高清（击败98.21%手机）,6.01英寸需双手打字更多6.01英寸手机＞,2799,1200万像素+500万像素高清级像素高像素自拍手机>,1200万像素+500万像素高清级像素高清像素手机>,美图T9哆啦A梦限量版（全网通）,四摄像头（前双+后双）>,八核>,3100mAh小电池,,骁龙660
,,,32MB>游戏运行流畅,32MB6553张照片2730首歌曲,1155,320x240像素720P普清（击败49.17%手机）,2.4英寸可单手打字更多2.4英寸手机＞,169,,30万像素普通级像素高清像素手机>,飞利浦E183A（移动/联通2G）,单摄像头>,,1450mAh小电池,,
高通 骁龙615（MSM8939），,1.5GHz>,,4GB>游戏运行一般,32GB>6553张照片2730首歌曲,1156,1920x1080像素>1080P高清（击败98.21%手机）,5.5英寸可单手打字更多5.5英寸手机＞,899,500万像素>普通级像素高像素自拍手机>,1300万像素>高清级像素高清像素手机>,酷派锋尚MAX（高配版/全网通）,双摄像头（前后）>,八核>,2800mAh小电池,性能 速度 流畅 综合 相机 噪点 逆光 视觉效果 白平衡 色准 清晰度 画质 色彩 拍照 像素 拍摄 夜景 立体感 照相 微距 表现力 成像 近景 夜拍 纯净度 相素 ﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接 性价比 体验 效率 价格,骁龙615
高通 骁龙835,,,6GB>游戏运行良好,256GB>5.2万张照片2.2万首歌曲,1157,2160x1080像素1080P高清（击败98.21%手机）,5.7英寸可单手打字更多5.7英寸手机＞,2万,1600万像素>高清级像素高像素自拍手机>,1200万像素>高清级像素高清像素手机>,8848 钛金手机M5（蜥蜴皮版/全网通）,双摄像头（前后）>,八核>,3450mAh大电池大电池手机>,做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量,骁龙835
联发科 MT6735A,1.3GHz>,,2GB>游戏运行卡顿,16GB>3276张照片1365首歌曲,1158,1920x1080像素>1080P高清（击败98.21%手机）,5.5英寸可单手打字更多5.5英寸手机＞,950,500万像素>普通级像素高像素自拍手机>,1300万像素>高清级像素高清像素手机>,朵唯L6（移动4G）,双摄像头（前后）>,四核>,2600mAh小电池,﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接 做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量 相机 噪点 逆光 视觉效果 白平衡 色准 清晰度 画质 色彩 拍照 像素 拍摄 夜景 立体感 照相 微距 表现力 成像 近景 夜拍 纯净度 相素 外放 音量 音乐 声场 声效 环绕 立体声 响铃 声音 听歌 音质 麦克风 通话 音效 扬声器 播放器 喇叭 音响 发热 待机 电池 续航 功耗 散热 能耗 耗电量 充电,mt6735
,,,,,1159,480x320像素>720P普清（击败62.19%手机）,3.5英寸可单手打字更多3.5英寸手机＞,269,,200万像素普通级像素高清像素手机>,长虹GA889,单摄像头>,,3000mAh小电池,,
高通 骁龙,,,,,1160,,,概念产品,,,小米S1（全网通）,,,,,
高通 骁龙,1.2GHz>,,3GB>游戏运行卡顿,32GB>6553张照片2730首歌曲,1161,1280x720像素>720P普清（击败86.79%手机）,5英寸可单手打字更多5英寸手机＞,1499,200万像素>普通级像素高像素自拍手机>,1300万像素>高清级像素高清像素手机>,AGM A1Q（3GB RAM/全网通）,,四核>,4050mAh大电池,,
MTK,1.5GHz>,,2GB>游戏运行卡顿,16GB>3276张照片1365首歌曲,1162,1280x720像素>720P普清（击败86.79%手机）,5.5英寸可单手打字更多5.5英寸手机＞,799,800万像素>普通级像素高像素自拍手机>,1600万像素>高清级像素高清像素手机>,誉品YP01（2GB RAM/全网通）,双摄像头（前后）>,四核>,2600mAh小电池,,
高通 骁龙430（MSM8937）,1.4GHz（大四核），1.1GHz（小四核）,高通 Adreno505,2GB>游戏运行卡顿,16GB>3276张照片1365首歌曲,1163,1280x720像素>720P普清（击败86.79%手机）,5英寸可单手打字更多5英寸手机＞,588,500万像素>普通级像素高像素自拍手机>,1300万像素>高清级像素高清像素手机>,荣耀畅玩6A（标配版/移动全网通）,双摄像头（前后）>,八核>,3020mAh小电池,发热 待机 电池 续航 功耗 散热 能耗 耗电量 充电 ﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接 性能 速度 流畅 综合 做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量 外放 音量 音乐 声场 声效 环绕 立体声 响铃 声音 听歌 音质 麦克风 通话 音效 扬声器 播放器 喇叭 音响 性价比 体验 效率 价格,骁龙430
,,,,,1164,240x320像素720P普清（击败62.19%手机）,2.4英寸可单手打字更多2.4英寸手机＞,138,,200万像素普通级像素高清像素手机>,康佳U10,单摄像头>,,1400mAh小电池,,
,312MHz,,32MB>游戏运行流畅,32MB6553张照片2730首歌曲,1165,320x240像素720P普清（击败49.17%手机）,2.4英寸可单手打字更多2.4英寸手机＞,89,,8万像素普通级像素高清像素手机>,天语T2,单摄像头>,单核>,800mAh>小电池,,
,,,1GB>游戏运行卡顿,8GB>1638张照片682首歌曲,1166,800x480像素>720P普清（击败73.87%手机）,5英寸可单手打字更多5英寸手机＞,399,,200万像素普通级像素高清像素手机>,飞利浦S226M（移动4G）,双摄像头（前后）>,四核>,1800mAh小电池,,
高通 骁龙636,,,6GB>游戏运行良好,128GB>2.6万张照片1.1万首歌曲,1167,2560x1440像素>2K超清（击败99.81%手机）,6英寸需双手打字更多6英寸手机＞,概念产品,1300万像素>高清级像素高像素自拍手机>,1900万像素高清级像素高清像素手机>,索尼Xperia XA3 Ultra（全网通）,双摄像头（前后）>,八核>,3800mAh大电池大电池手机>,,骁龙636
MT6739,,,3GB>游戏运行卡顿,32GB>6553张照片2730首歌曲,1168,854x480像素>720P普清（击败73.87%手机）,3.2英寸可单手打字更多3.2英寸手机＞,598,200万像素>普通级像素高像素自拍手机>,800万像素>普通级像素高清像素手机>,誉品T28（3GB RAM/全网通）,双摄像头（前后）>,,1300mAh小电池,,
,,,128MB游戏运行流畅,,1169,320x240像素720P普清（击败49.17%手机）,2.4英寸可单手打字更多2.4英寸手机＞,79,,30万像素普通级像素高清像素手机>,纽曼M560（移动/联通2G）,单摄像头>,,2080mAh小电池,,
高通 骁龙212（MSM8909），,1.0GHz>,,1GB>游戏运行卡顿,8GB>1638张照片682首歌曲,1170,1280x720像素>720P普清（击败86.79%手机）,5英寸可单手打字更多5英寸手机＞,359,200万像素>普通级像素高像素自拍手机>,500万像素普通级像素高清像素手机>,ivvi F1（全网通）,双摄像头（前后）>,八核>,2000mAh小电池,,骁龙212
,,,,,1171,,,概念产品,,,黑莓KeyOne 2（全网通）,,,,,
展讯 Shark L（SC9830A）,1.5GHz>,,512MB游戏运行流畅,8GB>1638张照片682首歌曲,1172,854x480像素>720P普清（击败73.87%手机）,5英寸可单手打字更多5英寸手机＞,229,30万像素>普通级像素高像素自拍手机>,500万像素普通级像素 样张秀>，高清像素手机>,酷派8712（高配版/移动4G）,双摄像头（前后）>,四核>,2000mAh小电池,外放 音量 音乐 声场 声效 环绕 立体声 响铃 声音 听歌 音质 麦克风 通话 音效 扬声器 播放器 喇叭 音响 做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量 ﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接,
三星 Exynos 7570,2.1GHz,,2GB>游戏运行卡顿,16GB>3276张照片1365首歌曲,1173,,5英寸可单手打字更多5英寸手机＞,概念产品,500万像素>普通级像素高像素自拍手机>,800万像素>普通级像素高清像素手机>,三星2018版GALAXY J3（全网通）,双摄像头（前后）>,四核>,2600mAh小电池,,exynos 7570
高通 骁龙625,2.0GHz>,高通 Adreno506,4GB>游戏运行一般,64GB>1.3万张照片5461首歌曲,1174,1920x1080像素>1080P高清（击败98.21%手机）,5.5英寸可单手打字更多5.5英寸手机＞,1298,1600万像素>高清级像素高像素自拍手机>,1200万像素>高清级像素高清像素手机>,海信A2pro,双摄像头（前后）>,八核>,3090mAh小电池,,骁龙625
,,,,,1175,320x240像素720P普清（击败49.17%手机）,2.4英寸可单手打字更多2.4英寸手机＞,169,,30万像素普通级像素高清像素手机>,飞利浦E186A（移动/联通2G）,单摄像头>,,1450mAh小电池,,
高通 骁龙636,,,4GB>游戏运行一般,64GB>1.3万张照片5461首歌曲,1176,2160x1080像素1080P高清（击败98.21%手机）,6英寸需双手打字更多6英寸手机＞,概念产品,1300像素高清级像素高像素自拍手机>,1600万像素+500万像素高清级像素高清像素手机>,HTC U12 Life（全网通）,三摄像头（后双）>,,3600mAh大电池大电池手机>,,骁龙636
MTK6735,1.3GHz>,Mali-T720,2GB>游戏运行卡顿,16GB>3276张照片1365首歌曲,1177,1920x1080像素>1080P高清（击败98.21%手机）,5英寸可单手打字更多5英寸手机＞,1599,800万像素>普通级像素高像素自拍手机>,1600万像素>高清级像素高清像素手机>,传奇SAGA X7（移动4G）,双摄像头（前后）>,四核>,2150mAh小电池,,
联发科 MT6737，,1.25GHz,,3GB>游戏运行卡顿,32GB>6553张照片2730首歌曲,1178,1280x720像素>720P普清（击败86.79%手机）,5.2英寸可单手打字更多5.2英寸手机＞,1529,800万像素>普通级像素高像素自拍手机>,1300万像素>高清级像素高清像素手机>,康佳E2（移动4G）,双摄像头（前后）>,四核>,4000mAh大电池,,mt6737
高通 骁龙845，,,,8GB>游戏运行流畅,,1179,,,概念产品,,,vivo 1805（全网通）,,八核>,,,骁龙845
,,,,,1180,320x240像素720P普清（击败49.17%手机）,2.4英寸可单手打字更多2.4英寸手机＞,399,,30普通级像素高清像素手机>,AGM M2（全网通）,单摄像头>,,1970mAh小电池,,
高通 骁龙660,2.2GHz>,高通 Adreno512,4GB>游戏运行一般,64GB>1.3万张照片5461首歌曲,1181,2160x1080像素1080P高清（击败98.21%手机）,6.01英寸需双手打字更多6.01英寸手机＞,即将上市,DualPD 1200万像素+500万像素高清级像素高像素自拍手机>,1200万像素+500万像素高清级像素高清像素手机>,美图T9颐和园限量版（4GB RAM/全网通）,四摄像头（前双+后双）>,八核>,3100mAh小电池,,骁龙660
高通 骁龙636,,,4GB>游戏运行一般,,1182,,,概念产品,,,诺基亚6.1 Plus（全网通）,,,,,骁龙636
高通 骁龙,,,,,1183,,,概念产品,,,小米红米S1（全网通）,,,,,
MTK,1.5GHz>,,3GB>游戏运行卡顿,32GB>6553张照片2730首歌曲,1184,1280x720像素>720P普清（击败86.79%手机）,5.5英寸可单手打字更多5.5英寸手机＞,999,800万像素>普通级像素高像素自拍手机>,1600万像素>高清级像素高清像素手机>,誉品YP01（3GB RAM/全网通）,双摄像头（前后）>,四核>,2600mAh小电池,,
联发科MT6582,1.3GHZ,,1GB>游戏运行卡顿,8GB>1638张照片682首歌曲,1185,1280x720像素>720P普清（击败86.79%手机）,4.5英寸可单手打字更多4.5英寸手机＞,1680,200万像素>普通级像素高像素自拍手机>,800万像素>普通级像素高清像素手机>,途为三防手机V12（联通4G）,双摄像头（前后）>,四核>,3000mAh小电池,做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量,
高通 骁龙660,2.2GHz>,高通 Adreno512,6GB>游戏运行良好,128GB>2.6万张照片1.1万首歌曲,1186,2160x1080像素1080P高清（击败98.21%手机）,6.01英寸需双手打字更多6.01英寸手机＞,3199,DualPD 1200万像素+500万像素高清级像素高像素自拍手机>,1200万像素+500万像素高清级像素高清像素手机>,美图T9颐和园限量版（6GB RAM/全网通）,四摄像头（前双+后双）>,八核>,3100mAh小电池,,骁龙660
高通 骁龙430（MSM8937），,,,4GB>游戏运行一般,64GB>1.3万张照片5461首歌曲,1187,1920x1080像素>1080P高清（击败98.21%手机）,5.2英寸可单手打字更多5.2英寸手机＞,1799,500万像素>普通级像素高像素自拍手机>,1600万像素>高清级像素高清像素手机>,海信K1（全网通）,双摄像头（前后）>,八核>,3000mAh小电池,相机 噪点 逆光 视觉效果 白平衡 色准 清晰度 画质 色彩 拍照 像素 拍摄 夜景 立体感 照相 微距 表现力 成像 近景 夜拍 纯净度 相素,骁龙430
,,,,,1188,,,概念产品,,,诺基亚TA-1017（移动4G）,,,,,
高通 骁龙430,,,3GB>游戏运行卡顿,32GB>6553张照片2730首歌曲,1189,2160x1080像素1080P高清（击败98.21%手机）,5英寸可单手打字更多5英寸手机＞,即将上市,500万像素>普通级像素高像素自拍手机>,1300万像素>高清级像素高清像素手机>,夏普Android One S3（全网通）,双摄像头（前后）>,,2700mAh小电池,,骁龙430
高通 骁龙410（MSM8916），,1.2GHz>,,512MB游戏运行流畅,4GB>819张照片341首歌曲,1190,854x480像素>720P普清（击败73.87%手机）,5英寸可单手打字更多5英寸手机＞,349,30万像素>普通级像素高像素自拍手机>,500万像素普通级像素高清像素手机>,酷派5316（电信4G）,双摄像头（前后）>,四核>,2000mAh小电池,﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接,骁龙410
,,,32MB>游戏运行流畅,32MB6553张照片2730首歌曲,1191,320x240720P普清（击败49.17%手机）,2.4英寸可单手打字更多2.4英寸手机＞,188,,30万万像素普通级像素高清像素手机>,飞利浦E181,单摄像头>,,3100mAh小电池,,
联发科 MT6735,1.3GHz>,,3GB>游戏运行卡顿,32GB>6553张照片2730首歌曲,1192,1280x720像素>720P普清（击败86.79%手机）,5英寸可单手打字更多5英寸手机＞,999,800万像素>普通级像素高像素自拍手机>,1600万像素>高清级像素 样张秀>，高清像素手机>,康佳S1（移动4G）,双摄像头（前后）>,四核>,2500mAh小电池,发热 待机 电池 续航 功耗 散热 能耗 耗电量 充电 ﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接,mt6735
联发科 Helio P10,,,3GB>游戏运行卡顿,32GB>6553张照片2730首歌曲,1193,1920x1080像素>1080P高清（击败98.21%手机）,5.5英寸可单手打字更多5.5英寸手机＞,899,800万像素>普通级像素高像素自拍手机>,1600万像素>高清级像素 样张秀>，高清像素手机>,飞利浦X818（全网通）,双摄像头（前后）>,,3900mAh大电池大电池手机>,发热 待机 电池 续航 功耗 散热 能耗 耗电量 充电 外放 音量 音乐 声场 声效 环绕 立体声 响铃 声音 听歌 音质 麦克风 通话 音效 扬声器 播放器 喇叭 音响 ﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接 相机 噪点 逆光 视觉效果 白平衡 色准 清晰度 画质 色彩 拍照 像素 拍摄 夜景 立体感 照相 微距 表现力 成像 近景 夜拍 纯净度 相素 性能 速度 流畅 综合,helio p10
,1.5GHz>,,2GB>游戏运行卡顿,16GB>3276张照片1365首歌曲,1194,1920x1080像素>1080P高清（击败98.21%手机）,6英寸需双手打字更多6英寸手机＞,4980,200万像素>普通级像素高像素自拍手机>,1300万像素>高清级像素高清像素手机>,云狐A8（联通3G）,双摄像头（前后）>,四核>,3200mAh小电池,性能 速度 流畅 综合,
,,,,,1195,320x240像素720P普清（击败49.17%手机）,2.2英寸可单手打字更多2.2英寸手机＞,69,,30万像素普通级像素高清像素手机>,誉品N105（移动/联通2G）,单摄像头>,,3000mAh小电池,,
,,,,,1196,,,概念产品,,,华为Maya（全网通）,,,,,
联发科 MT6592，,1.7GHz>,Mali-450 MP,1GB>游戏运行卡顿,8GB>1638张照片682首歌曲,1197,1280x720像素>720P普清（击败86.79%手机）,5.5英寸可单手打字更多5.5英寸手机＞,349,500万像素>普通级像素高像素自拍手机>,1300万像素>高清级像素 样张秀>，高清像素手机>,先锋K88L（移动4G）,双摄像头（前后）>,八核>,2500mAh小电池,做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量 ﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接 相机 噪点 逆光 视觉效果 白平衡 色准 清晰度 画质 色彩 拍照 像素 拍摄 夜景 立体感 照相 微距 表现力 成像 近景 夜拍 纯净度 相素 外放 音量 音乐 声场 声效 环绕 立体声 响铃 声音 听歌 音质 麦克风 通话 音效 扬声器 播放器 喇叭 音响,mt6592
高通 骁龙835,,,6GB>游戏运行良好,256GB>5.2万张照片2.2万首歌曲,1198,2160x1080像素1080P高清（击败98.21%手机）,5.7英寸可单手打字更多5.7英寸手机＞,1.7万,1600万像素>高清级像素高像素自拍手机>,1200万像素>高清级像素高清像素手机>,8848 钛金手机M5（至臻版/全网通）,双摄像头（前后）>,八核>,3450mAh大电池大电池手机>,做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量,骁龙835
高通 骁龙821,,,4GB>游戏运行一般,32GB>6553张照片2730首歌曲,1199,,,概念产品,,,LG G7 Fit（全网通）,双摄像头（前后）>,八核>,,,骁龙821
展讯 SC9830,1.5GHz>,,1GB>游戏运行卡顿,8GB>1638张照片682首歌曲,1200,1280x720像素>720P普清（击败86.79%手机）,5英寸可单手打字更多5英寸手机＞,339,200万像素>普通级像素高像素自拍手机>,500万像素普通级像素高清像素手机>,小辣椒红辣椒国民猴赛雷（移动4G）,双摄像头（前后）>,四核>,2000mAh小电池,,
,,,32MB>游戏运行流畅,4GB/8GB819张照片341首歌曲,1201,128x64像素720P普清（击败16.49%手机）,1.3英寸可单手打字更多1.3英寸手机＞,278,,,SOYES H1,,,400mAh小电池,,
高通 骁龙845，,,,6GB/8GB游戏运行流畅,,1202,,,概念产品,,,诺基亚8 Pro（全网通）,,,4000mAh大电池,,骁龙845
高通 骁龙,,,,,1203,,,概念产品,,,小米红米S3（全网通）,,,,,
